Sales region code;Sales district code;Relation number;Name;Full name;Address 1;Address 2;Zipcode;City;Country code;Country;State code;State description;Telephone;Mobile;Fax;Email;Internet address;Debtor salesman abbreviated;Customer category code;Customer category description;Customer group code;Bio customer;Zone code;Zone description;Company type code;Company type description;Customer type code;Exception VAT indicator;VAT extra;Agora Customer Id
670;BR;3800406;AGROMAIA SMA;AGROMAIA IND. E COM. IMP. E EXP. DE PROD. AGROPEC. LTDA;V DE ACESSO JOSE ALVES MACHADO, 100;;18230-000;SAO MIGUEL ARCANJO;BR;Brazil;SP;SP;15 32791048;;;diego.rodrigues@agromaia.com.br; ;RICARDO;27;Distributor (small);020;;;;;;VS;0;0;53877
670;BR;3800917;AGROMAX;APARECIDA BENEDITA BARBOZA PASTRE COMERCIO;AV FRANCISCO PORTO;;14900-000;ITAPOLIS;BR;Brazil;SP;SP;16 32627227;16 997854858;;agromaxmudas@outlook.com; ;RICARDO;27;Distributor (small);020;;;;;;VS;0;0;79785
670;BR;3800691;AGROMEC;AGROMEC JALES AGRICOLA LTDA;AV MARGINAL AUREO FERNANDES DE FARIA, 27;;15708-000;JALES;BR;Brazil;SP;SP;17 36244000;;;jales@agromecagricola.com.br; ;RICARDO;27;Distributor (small);020;;;;;;VS;0;0;66614
670;BR;3800169;AGROMETA;AGROMETA - COMERCIO E REPRESENTACOES LTDA. - EPP;RUA ANTONIO PRADO, 223;;14801-270;ARARAQUARA;BR;Brazil;SP;SP;16 33224845;;;agrometa.agro@yahoo.com.br; ;RICARDO;27;Distributor (small);020;;;;;;VS;0;0;53659
670;BR;3800077;AGROMUDA;KAMIO E SILVA COMERCIO DE MUDAS LTDA - ME;Rodovia Jales a Santa Albertina, SN;KM 7;15700-000;JALES;BR;Brazil;SP;SP;17 36487280;17 996236805;;viveiroagromuda@bol.com.br; ;RICARDO;13;Plantraiser (big);020;;;;;;VS;0;0;53578
670;BR;3800234;AGROMUDAS KA;AGROMUDAS KAMARA LTDA - EPP;ROD BR-040 - KM 699, 3, NR 40;TREVO;36205-666;BARBACENA;BR;Brazil;MG;MG;32 33322053;;;kamara@barbacena.com.br; ;RENAN;11;Plantraiser (small);020;;;;;;V2R;0;0;53713
670;BR;3800064;AGROPLANT;AGROPLANT AGRICOLA LTDA - ME;RUA MIGUEL TERRA, 217;;18230-000;SAO MIGUEL ARCANJO;BR;Brazil;SP;SP;15 32793826;15 81436777;;agroplantsma@hotmail.com; ;RICARDO;27;Distributor (small);020;;;;;;VS;0;0;53567
670;BR;3801140;AGROQUIMA;AGROQUIMA PRODUTOS AGROPECUARIOS LTDA;Avenida Castelo Branco, 6348;;74453-383;GOIANIA;BR;Brazil;GO;GO;62 3265 4466;62 3265 4466;;renata.ferreira@agroquima.com.br; ;TIAGO;26;Distributor (standard);020;;;;;;V7R;0;0;84026
670;BR;3800533;AGROSEMA ARA;AGROSEMA DISTRIBUIDORA INSUMOS AGRICOLAS LTDA;RUA JOAQUIM MODESTO, 212;;38440-144;ARAGUARI;BR;Brazil;MG;MG;34 32417883;34 998278623;;nfearaguari@agrosema.com.br; ;TIAGO;28;Distributor (big);020;;;;;;V2R;0;0;57450
670;BR;3800534;AGROSEMA CB;AGROSEMA COMERCIAL AGRICOLA LTDA;RUA DOS EUCALIPTOS, 161;;18304-650;CAPAO BONITO;BR;Brazil;SP;SP;15 35425570;15 991615949;;nfecapaobonito@agrosema.com.br; ;RENATO;28;Distributor (big);020;;;;;;VS;0;0;57449
670;BR;3800764;AGROSEMA EF;AGROSEMA COMERCIAL AGRICOLA LTDA;RUA REGINA CELIA DE ALMEIDA THONI, 20;;13350-000;ELIAS FAUSTO;BR;Brazil;SP;SP;19 38211347;;;ademir.folador@agrosema.com.br; ;RENATO;28;Distributor (big);020;;;;;;VS;0;0;75539
670;BR;3800770;AGROSEMA MG;AGROSEMA COMERCIAL AGRICOLA LTDA;AVENIDA PROFESSOR JOAO CUSTODIO DOS SANTOS, 104;NUMERO 126;13840-019;MOGI GUACU;BR;Brazil;SP;SP;19 38189371;;;andre.guerreiro@agrosema.com.br;http://www.agrosema.com.br/;RENATO;28;Distributor (big);020;;;;;;VS;0;0;75907
670;BR;3800564;AGROSEMA SMA;AGROSEMA COMERCIAL AGRICOLA LTDA;R DR. FERNANDO COSTA, 658;;18230-000;SAO MIGUEL ARCANJO;BR;Brazil;SP;SP;15 33799112;15 997887041;;nfesmiguelarcanjo@agrosema.com.br; ;RENATO;28;Distributor (big);020;;;;;;VS;0;0;58801
670;BR;3800820;AGROSEMA VGS;AGROSEMA COMERCIAL AGRICOLA LTDA;R BENEDITO RIBEIRO DA SILVA, 41;;13880-000;VARGEM GRANDE DO SUL;BR;Brazil;SP;SP;19 36414797;;;nfevargem@agrosema.com.br;www.agrosema.com.br;RENATO;28;Distributor (big);020;;;;;;VS;0;0;77673
670;BR;3800471;AGROSHOP BBC;VERTENTES INSUMOS AGRICOLAS LTDA;ROD BR-040 KM 698, Nr 3;;36205-666;BARBACENA;BR;Brazil;MG;MG;32 33333313;32 999836089;;agroshopbq@hotmail.com; ;RENAN;27;Distributor (small);020;;;;;;V2R;0;0;53940
670;BR;3800226;AGROSHOP CAR;AGRO SHOP LTDA;AV PRESIDENTE TANCREDO NEVES, 2815;LOJA;35300-102;CARATINGA;BR;Brazil;MG;MG;33 33225488;33 99671830;;compras@grupoagromg.com.br; ;VINICIUS T;26;Distributor (standard);020;;;;;;V2R;0;0;53705
670;BR;3800909;AGROSHOP COI;MATAS DE MINAS COMERCIO DE INSUMOS AGRICOLAS LTDA;R PROJETADA BR 120, 493;SL 01 POSTO DE GASOLINA;36550-000;COIMBRA;BR;Brazil;MG;MG;32 35551016;31 996431618;;janaine@grupoagromg.com.br; ;RENAN;28;Distributor (big);020;;;;;;V2R;0;0;79461
670;BR;3800110;AGROSHOP PM;AGRO SHOP LTDA;AVENIDA PROFESSOR MELO CANÇADO, 2091;;35661-300;PARA DE MINAS;BR;Brazil;MG;MG;37 32362880;;;iarlei@grupoagromg.com.br; ;RENAN;26;Distributor (standard);020;;;;;;V2R;0;0;53608
670;BR;3800176;AGROSUL;AGROSUL AGROAVICOLA INDUSTRIAL S.A.;R TIRADENTES, 160;CAIXA POSTAL 09 - SALA 2;95770-000;FELIZ;BR;Brazil;RS;RS;51 36373625;;;nfe@agrosul.com.br; ;MARCELO;28;Distributor (big);020;;;;;;V2R;0;0;53665
670;BR;3800434;AGROTEKNE;AGROTEKNE-COMERCIO E REPRESENTACOES LTDA;R BRASIL, 680;E 706;17607-090;TUPA;BR;Brazil;SP;SP;14 34044551;;;contato@agrotekne.com.br; ;RICARDO;26;Distributor (standard);020;;;;;;VS;0;0;53905
670;BR;3800946;AGROTERRA SP;AGROTERRA SEMENTES LTDA EPP;AV SANTOS DUMONT, 745;CX A LOTE 6 QUADRA Q;13720-000;SAO JOSE DO RIO PARDO;BR;Brazil;SP;SP;19 36665757;19 991697205;;sementessjrp@gmail.com; ;RENATO;28;Distributor (big);020;;;;;;VS;0;0;80592
670;BR;3800651;AGROTOP GEO;LOJAS GEOCOMERCIAL LTDA;RUA MORRO DO CHAPEU, 66;TERREO;44900-000;IRECE;BR;Brazil;BA;BA;74 36413377;74 999762142;;lojasgeocomercial@holistica.com.br;http://www.geocomercial.com.br;BAHIA;27;Distributor (small);020;;;;;;V7R;0;0;62921
670;BR;3801192;AGROVERTENTE;GODINHO & ACERBI LTDA;RUA DORVALINA BORGES;;36204-189;BARBACENA;BR;Brazil;MG;MG;32 33623000;;;agropecvertentes@city10.com.br; ;RENAN;26;Distributor (standard);020;;;;;;V2R;0;0;86135
670;BR;3800186;AGROVIDA;WEBER ANTONIO VELHO;RUA DOS  OLEIROS, 5140;;76822-096;PORTO VELHO;BR;Brazil;RO;RO;69 32226261;69 99843344;;webervelho@terra.com.br; ;ANDRESSA;15;Grower (standard);670;;;;;;V7R;0;0;53674
670;BR;3801170;AGROVILE;AGROVILE COM. DE PROD. AGRICOLAS LTDA;Rua Ambrosio Kuhn;;88125-000;SAO PEDRO DE ALCANTARA;BR;Brazil;SC;SC;49 33780132;49 984480854;;financeiro@devile.com.br; ;MARCELO;16;Grower (small);020;;;;;;V2R;0;0;85407
670;BR;3800822;AGUAPE SP;AGUAPE FAZENDAS URBANAS LTDA;RUA DEPUTADO LACERDA FRANCO;;05418-000;SAO PAULO;BR;Brazil;SP;SP;11 996245596;;;Paulo.bressiani@outlook.com;https://aguapefazendaurbana.com.br/;ANDRESSA;16;Grower (small);020;;;;;;VS;0;0;77822
670;BR;3801091;AGUAS CLARAS;RODRIGO OVERMEER LEMOS;PARA BAIRRO DAS POSSES - KM 1,0;;37690-000;SAPUCAI-MIRIM;BR;Brazil;MG;MG;35 999769142;35 999769142;;viveiroaguasclaras@uol.com.br; ;RENAN;16;Grower (small);020;;;;;;V2R;0;0;83998
670;BR;3801055;AGUENA MARCO;MARCO AURELIO TAKEO AGUENA;MARGEM DIREITA CORREGO GUARIROBA;;79010-220;CAMPO GRANDE;BR;Brazil;MS;MS;67 99984-6003;67 99984-6003;;marcoaguena@uol.com.br; ;RAFAELA;16;Grower (small);020;;;;;;V7R;0;0;83495
670;BR;3801299;ALBE LUIZ;LUIZ FERNANDO RAUBER ALBE;EST FAZENDA FIALHO;RS20 KM 30;95600-000;TAQUARA;BR;Brazil;RS;RS;51 995344227;51 995344227;;nando.rauber027@gmail.com; ;MARCELO;15;Grower (standard);020;;;;;;V2R;0;0;88772
670;BR;3801311;ALBERTO NEVE;ALBERTO DAS NEVES CARVALHO;ESTRADA ADILIA BARBOSA NEVES;;07413-000;ARUJA;BR;Brazil;SP;SP;11 999551197;;;estufascarvalho@outlook.com; ;ANDRESSA;16;Grower (small);030;;;;;;VS;0;0;88918
670;BR;3800263;ALFA VERDE;ESTACAO HIDROPONICA ALFA VERDE LTDA - ME;DF495 ALTURA DO KM 07;FAZENDA SAIA VELHA 01;72548-607;BRASILIA;BR;Brazil;DF;DF;61 32334756;;;glauco1038@hotmail.com; ;TIAGO;16;Grower (small);670;;;;;;V7R;0;0;53742
